order_number,customer_id,product_id,order_date,units,sale_price,currency,order_mode,updated_at
365,1214,8,null,4,10,EUR,NEW,2023-01-01T12:00:00.000+0000
366,1054,6,null,4,59,EUR,NEW,2023-01-01T12:00:00.000+0000
367,2648,3,null,4,98,CAD,NEW,2023-01-01T12:00:00.000+0000
368,2177,6,null,7,10,USD,NEW,2023-01-01T12:00:00.000+0000
369,810,9,null,2,90,CAD,NEW,2023-01-01T12:00:00.000+0000
370,1710,3,null,2,79,USD,NEW,2023-01-01T12:00:00.000+0000
371,2830,5,null,6,53,INR,NEW,2023-01-01T12:00:00.000+0000
372,975,9,null,8,4,CAD,NEW,2023-01-01T12:00:00.000+0000
373,2063,2,null,2,0,INR,NEW,2023-01-01T12:00:00.000+0000
374,1843,1,null,8,56,USD,NEW,2023-01-01T12:00:00.000+0000
375,809,10,null,2,57,USD,NEW,2023-01-01T12:00:00.000+0000
376,1150,6,null,3,50,USD,NEW,2023-01-01T12:00:00.000+0000
377,2410,9,null,9,32,CAD,NEW,2023-01-01T12:00:00.000+0000
378,994,10,null,6,15,CAD,NEW,2023-01-01T12:00:00.000+0000
379,2637,8,null,5,93,EUR,NEW,2023-01-01T12:00:00.000+0000
380,1196,8,null,1,78,EUR,NEW,2023-01-01T12:00:00.000+0000
381,2876,10,null,8,90,INR,NEW,2023-01-01T12:00:00.000+0000
382,2371,9,null,1,71,INR,NEW,2023-01-01T12:00:00.000+0000
383,2132,9,null,5,55,EUR,NEW,2023-01-01T12:00:00.000+0000
384,703,3,null,4,7,INR,NEW,2023-01-01T12:00:00.000+0000
385,1671,5,null,3,11,INR,NEW,2023-01-01T12:00:00.000+0000
386,1505,2,null,4,37,INR,NEW,2023-01-01T12:00:00.000+0000
387,2847,2,null,10,20,CAD,NEW,2023-01-01T12:00:00.000+0000
388,1161,6,null,3,97,USD,NEW,2023-01-01T12:00:00.000+0000
389,2439,1,null,8,43,INR,NEW,2023-01-01T12:00:00.000+0000
390,1601,4,null,1,63,CAD,NEW,2023-01-01T12:00:00.000+0000
391,2966,9,null,7,82,EUR,NEW,2023-01-01T12:00:00.000+0000
392,2430,3,null,4,79,EUR,NEW,2023-01-01T12:00:00.000+0000
393,2644,4,null,9,25,INR,NEW,2023-01-01T12:00:00.000+0000
394,1515,10,null,2,28,USD,NEW,2023-01-01T12:00:00.000+0000
395,1187,6,null,3,16,EUR,NEW,2023-01-01T12:00:00.000+0000
396,2007,1,null,4,76,CAD,NEW,2023-01-01T12:00:00.000+0000
397,2202,7,null,9,82,EUR,NEW,2023-01-01T12:00:00.000+0000
398,1735,9,null,5,39,INR,NEW,2023-01-01T12:00:00.000+0000
399,1093,10,null,8,94,USD,NEW,2023-01-01T12:00:00.000+0000
400,1615,10,null,4,55,INR,NEW,2023-01-01T12:00:00.000+0000
401,2977,2,null,6,67,EUR,NEW,2023-01-01T12:00:00.000+0000
402,1443,10,null,7,43,EUR,NEW,2023-01-01T12:00:00.000+0000
403,2092,5,null,4,59,EUR,NEW,2023-01-01T12:00:00.000+0000
404,934,6,null,3,94,EUR,NEW,2023-01-01T12:00:00.000+0000
405,344,6,null,1,79,INR,NEW,2023-01-01T12:00:00.000+0000
406,108,1,null,7,22,CAD,NEW,2023-01-01T12:00:00.000+0000
407,2868,2,null,9,11,CAD,NEW,2023-01-01T12:00:00.000+0000
408,1861,2,null,1,24,INR,NEW,2023-01-01T12:00:00.000+0000
409,895,9,null,3,65,INR,NEW,2023-01-01T12:00:00.000+0000
410,176,2,null,9,25,CAD,NEW,2023-01-01T12:00:00.000+0000
411,160,6,null,9,58,EUR,NEW,2023-01-01T12:00:00.000+0000
412,729,4,null,2,33,EUR,NEW,2023-01-01T12:00:00.000+0000
413,2179,7,null,7,46,CAD,NEW,2023-01-01T12:00:00.000+0000
414,1081,1,null,2,33,EUR,NEW,2023-01-01T12:00:00.000+0000
415,458,7,null,5,71,CAD,NEW,2023-01-01T12:00:00.000+0000
416,2424,6,null,1,93,INR,NEW,2023-01-01T12:00:00.000+0000
417,624,5,null,9,97,USD,NEW,2023-01-01T12:00:00.000+0000
418,854,10,null,4,49,USD,NEW,2023-01-01T12:00:00.000+0000
419,65,4,null,6,14,CAD,NEW,2023-01-01T12:00:00.000+0000
420,1774,5,null,2,52,USD,NEW,2023-01-01T12:00:00.000+0000
421,2218,6,null,4,46,CAD,NEW,2023-01-01T12:00:00.000+0000
422,2327,2,null,5,14,INR,NEW,2023-01-01T12:00:00.000+0000
423,737,6,null,1,16,EUR,NEW,2023-01-01T12:00:00.000+0000
424,2247,3,null,3,94,INR,NEW,2023-01-01T12:00:00.000+0000
425,908,2,null,2,26,INR,NEW,2023-01-01T12:00:00.000+0000
426,447,9,null,5,96,INR,NEW,2023-01-01T12:00:00.000+0000
427,915,2,null,4,92,INR,NEW,2023-01-01T12:00:00.000+0000
428,190,1,null,8,38,EUR,NEW,2023-01-01T12:00:00.000+0000
429,276,5,null,9,35,INR,NEW,2023-01-01T12:00:00.000+0000
430,1584,8,null,9,46,CAD,NEW,2023-01-01T12:00:00.000+0000
431,1744,2,null,4,1,USD,NEW,2023-01-01T12:00:00.000+0000
432,398,7,null,5,26,CAD,NEW,2023-01-01T12:00:00.000+0000
433,1831,3,null,10,30,INR,NEW,2023-01-01T12:00:00.000+0000
434,2942,7,null,7,13,CAD,NEW,2023-01-01T12:00:00.000+0000
435,2227,1,null,10,55,CAD,NEW,2023-01-01T12:00:00.000+0000
436,461,2,null,7,99,USD,NEW,2023-01-01T12:00:00.000+0000
437,320,7,null,3,11,CAD,NEW,2023-01-01T12:00:00.000+0000
438,2390,9,null,9,78,INR,NEW,2023-01-01T12:00:00.000+0000
439,2902,10,null,8,34,USD,NEW,2023-01-01T12:00:00.000+0000
440,1704,3,null,4,22,INR,NEW,2023-01-01T12:00:00.000+0000
441,64,3,null,5,93,EUR,NEW,2023-01-01T12:00:00.000+0000
442,1566,2,null,10,50,INR,NEW,2023-01-01T12:00:00.000+0000
443,1899,9,null,6,11,EUR,NEW,2023-01-01T12:00:00.000+0000
444,114,5,null,6,20,CAD,NEW,2023-01-01T12:00:00.000+0000
445,506,10,null,5,61,INR,NEW,2023-01-01T12:00:00.000+0000
446,1907,10,null,2,50,CAD,NEW,2023-01-01T12:00:00.000+0000
447,2473,1,null,3,75,EUR,NEW,2023-01-01T12:00:00.000+0000
448,2525,6,null,5,15,USD,NEW,2023-01-01T12:00:00.000+0000
449,503,7,null,4,20,CAD,NEW,2023-01-01T12:00:00.000+0000
450,1138,3,null,6,22,EUR,NEW,2023-01-01T12:00:00.000+0000
451,2097,7,null,7,38,CAD,NEW,2023-01-01T12:00:00.000+0000
452,2485,7,null,8,9,EUR,NEW,2023-01-01T12:00:00.000+0000
453,125,10,null,8,95,CAD,NEW,2023-01-01T12:00:00.000+0000
454,217,5,null,6,39,CAD,NEW,2023-01-01T12:00:00.000+0000
455,757,4,null,1,52,CAD,NEW,2023-01-01T12:00:00.000+0000
456,119,8,null,2,43,USD,NEW,2023-01-01T12:00:00.000+0000
457,1666,6,null,8,54,INR,NEW,2023-01-01T12:00:00.000+0000
458,2813,1,null,1,88,EUR,NEW,2023-01-01T12:00:00.000+0000
459,2107,1,null,3,63,CAD,NEW,2023-01-01T12:00:00.000+0000
460,2397,5,null,5,48,INR,NEW,2023-01-01T12:00:00.000+0000
461,796,1,null,5,0,EUR,NEW,2023-01-01T12:00:00.000+0000
462,1578,5,null,6,86,CAD,NEW,2023-01-01T12:00:00.000+0000
463,1086,3,null,3,32,EUR,NEW,2023-01-01T12:00:00.000+0000
464,1482,4,null,1,49,CAD,NEW,2023-01-01T12:00:00.000+0000
465,2132,3,null,2,66,INR,NEW,2023-01-01T12:00:00.000+0000
466,2297,5,null,3,16,EUR,NEW,2023-01-01T12:00:00.000+0000
467,1840,5,null,9,8,EUR,NEW,2023-01-01T12:00:00.000+0000
468,337,1,null,1,15,CAD,NEW,2023-01-01T12:00:00.000+0000
469,428,8,null,10,10,CAD,NEW,2023-01-01T12:00:00.000+0000
470,1021,1,null,1,91,USD,NEW,2023-01-01T12:00:00.000+0000
471,1648,10,null,4,82,USD,NEW,2023-01-01T12:00:00.000+0000
472,2532,3,null,7,27,USD,NEW,2023-01-01T12:00:00.000+0000
473,2380,7,null,4,45,EUR,NEW,2023-01-01T12:00:00.000+0000
474,1390,9,null,10,8,INR,NEW,2023-01-01T12:00:00.000+0000
475,475,5,null,6,63,CAD,NEW,2023-01-01T12:00:00.000+0000
476,1422,4,null,7,70,USD,NEW,2023-01-01T12:00:00.000+0000
477,914,3,null,10,84,INR,NEW,2023-01-01T12:00:00.000+0000
478,1790,10,null,8,1,EUR,NEW,2023-01-01T12:00:00.000+0000
479,547,3,null,4,84,INR,NEW,2023-01-01T12:00:00.000+0000
480,730,10,null,4,3,USD,NEW,2023-01-01T12:00:00.000+0000
481,1037,7,null,8,62,USD,NEW,2023-01-01T12:00:00.000+0000
482,777,6,null,8,3,CAD,NEW,2023-01-01T12:00:00.000+0000
483,1128,7,null,3,33,INR,NEW,2023-01-01T12:00:00.000+0000
484,1843,1,null,10,79,EUR,NEW,2023-01-01T12:00:00.000+0000
485,1993,10,null,4,21,EUR,NEW,2023-01-01T12:00:00.000+0000
486,375,10,null,1,36,INR,NEW,2023-01-01T12:00:00.000+0000
487,35,4,null,9,28,INR,NEW,2023-01-01T12:00:00.000+0000
488,847,10,null,10,6,EUR,NEW,2023-01-01T12:00:00.000+0000
489,2457,9,null,2,67,EUR,NEW,2023-01-01T12:00:00.000+0000
490,2372,9,null,4,71,INR,NEW,2023-01-01T12:00:00.000+0000
491,2308,9,null,3,47,EUR,NEW,2023-01-01T12:00:00.000+0000
492,2547,5,null,6,6,INR,NEW,2023-01-01T12:00:00.000+0000
493,1045,2,null,6,45,INR,NEW,2023-01-01T12:00:00.000+0000
494,1994,6,null,9,11,INR,NEW,2023-01-01T12:00:00.000+0000
495,1106,5,null,8,71,EUR,NEW,2023-01-01T12:00:00.000+0000
496,1688,8,null,9,97,CAD,NEW,2023-01-01T12:00:00.000+0000
497,1535,7,null,7,89,USD,NEW,2023-01-01T12:00:00.000+0000
498,648,7,null,5,41,CAD,NEW,2023-01-01T12:00:00.000+0000
499,773,8,null,4,98,USD,NEW,2023-01-01T12:00:00.000+0000
500,855,4,null,3,99,INR,NEW,2023-01-01T12:00:00.000+0000
501,2815,4,null,5,32,CAD,NEW,2023-01-01T12:00:00.000+0000
502,2430,7,null,1,44,CAD,NEW,2023-01-01T12:00:00.000+0000
503,2430,7,null,8,61,INR,NEW,2023-01-01T12:00:00.000+0000
504,2058,9,null,4,56,CAD,NEW,2023-01-01T12:00:00.000+0000
505,920,6,null,6,60,INR,NEW,2023-01-01T12:00:00.000+0000
506,1208,2,null,5,64,EUR,NEW,2023-01-01T12:00:00.000+0000
507,2760,1,null,1,78,EUR,NEW,2023-01-01T12:00:00.000+0000
508,2773,2,null,1,53,INR,NEW,2023-01-01T12:00:00.000+0000
509,1279,1,null,7,77,EUR,NEW,2023-01-01T12:00:00.000+0000
510,2103,2,null,6,78,EUR,NEW,2023-01-01T12:00:00.000+0000
511,1299,9,null,7,17,CAD,NEW,2023-01-01T12:00:00.000+0000
512,1285,6,null,6,74,EUR,NEW,2023-01-01T12:00:00.000+0000
513,1623,8,null,2,70,INR,NEW,2023-01-01T12:00:00.000+0000
514,378,3,null,8,68,INR,NEW,2023-01-01T12:00:00.000+0000
515,334,8,null,2,72,USD,NEW,2023-01-01T12:00:00.000+0000
516,622,7,null,4,29,CAD,NEW,2023-01-01T12:00:00.000+0000
517,996,3,null,9,17,CAD,NEW,2023-01-01T12:00:00.000+0000
518,1692,4,null,8,13,INR,NEW,2023-01-01T12:00:00.000+0000
519,79,7,null,2,15,INR,NEW,2023-01-01T12:00:00.000+0000
520,2102,9,null,2,23,CAD,NEW,2023-01-01T12:00:00.000+0000
521,1173,10,null,2,65,CAD,NEW,2023-01-01T12:00:00.000+0000
522,1007,4,null,10,3,INR,NEW,2023-01-01T12:00:00.000+0000
523,2791,5,null,8,78,INR,NEW,2023-01-01T12:00:00.000+0000
524,1393,7,null,8,73,EUR,NEW,2023-01-01T12:00:00.000+0000
525,1814,3,null,9,8,USD,NEW,2023-01-01T12:00:00.000+0000
526,702,2,null,3,39,USD,NEW,2023-01-01T12:00:00.000+0000
527,1182,10,null,4,68,INR,NEW,2023-01-01T12:00:00.000+0000
528,1138,9,null,6,93,USD,NEW,2023-01-01T12:00:00.000+0000
529,2704,4,null,9,39,EUR,NEW,2023-01-01T12:00:00.000+0000
530,2611,6,null,5,14,EUR,NEW,2023-01-01T12:00:00.000+0000
531,1289,9,null,8,68,USD,NEW,2023-01-01T12:00:00.000+0000
532,2427,1,null,7,56,CAD,NEW,2023-01-01T12:00:00.000+0000
533,2446,9,null,5,75,EUR,NEW,2023-01-01T12:00:00.000+0000
534,1262,10,null,1,66,CAD,NEW,2023-01-01T12:00:00.000+0000
535,1404,9,null,3,47,USD,NEW,2023-01-01T12:00:00.000+0000
536,950,5,null,3,78,EUR,NEW,2023-01-01T12:00:00.000+0000
537,2405,9,null,10,38,EUR,NEW,2023-01-01T12:00:00.000+0000
538,1513,10,null,1,91,INR,NEW,2023-01-01T12:00:00.000+0000
539,2952,4,null,6,53,CAD,NEW,2023-01-01T12:00:00.000+0000
540,1763,1,null,1,24,USD,NEW,2023-01-01T12:00:00.000+0000
541,1395,5,null,3,50,USD,NEW,2023-01-01T12:00:00.000+0000
542,1,9,null,9,74,INR,NEW,2023-01-01T12:00:00.000+0000
543,953,2,null,6,79,USD,NEW,2023-01-01T12:00:00.000+0000
544,2394,2,null,8,29,INR,NEW,2023-01-01T12:00:00.000+0000
545,2653,5,null,8,90,CAD,NEW,2023-01-01T12:00:00.000+0000
546,1484,3,null,1,8,EUR,NEW,2023-01-01T12:00:00.000+0000
547,2834,7,null,3,96,INR,NEW,2023-01-01T12:00:00.000+0000
548,2402,9,null,9,92,USD,NEW,2023-01-01T12:00:00.000+0000
549,1526,4,null,10,20,EUR,NEW,2023-01-01T12:00:00.000+0000
550,419,10,null,10,71,INR,NEW,2023-01-01T12:00:00.000+0000
551,2817,8,null,6,88,USD,NEW,2023-01-01T12:00:00.000+0000
552,2480,5,null,6,30,INR,NEW,2023-01-01T12:00:00.000+0000
553,833,3,null,5,87,CAD,NEW,2023-01-01T12:00:00.000+0000
554,2223,4,null,9,76,INR,NEW,2023-01-01T12:00:00.000+0000
555,1153,9,null,10,37,CAD,NEW,2023-01-01T12:00:00.000+0000
556,2736,4,null,2,55,USD,NEW,2023-01-01T12:00:00.000+0000
557,2537,6,null,6,88,EUR,NEW,2023-01-01T12:00:00.000+0000
558,106,6,null,8,41,EUR,NEW,2023-01-01T12:00:00.000+0000
559,971,9,null,2,96,USD,NEW,2023-01-01T12:00:00.000+0000
560,619,6,null,6,94,EUR,NEW,2023-01-01T12:00:00.000+0000
561,2893,6,null,3,7,CAD,NEW,2023-01-01T12:00:00.000+0000
562,898,3,null,5,69,INR,NEW,2023-01-01T12:00:00.000+0000
563,1745,5,null,1,27,USD,NEW,2023-01-01T12:00:00.000+0000
564,1892,9,null,1,43,USD,NEW,2023-01-01T12:00:00.000+0000
565,164,3,null,5,10,EUR,NEW,2023-01-01T12:00:00.000+0000
566,1306,8,null,8,62,CAD,NEW,2023-01-01T12:00:00.000+0000
567,2427,5,null,1,3,CAD,NEW,2023-01-01T12:00:00.000+0000
568,190,5,null,2,30,EUR,NEW,2023-01-01T12:00:00.000+0000
569,1300,5,null,2,40,USD,NEW,2023-01-01T12:00:00.000+0000
570,217,6,null,10,3,CAD,NEW,2023-01-01T12:00:00.000+0000
571,1886,6,null,7,9,USD,NEW,2023-01-01T12:00:00.000+0000
572,1257,1,null,4,54,CAD,NEW,2023-01-01T12:00:00.000+0000
573,1474,6,null,7,86,EUR,NEW,2023-01-01T12:00:00.000+0000
574,2417,3,null,8,98,CAD,NEW,2023-01-01T12:00:00.000+0000
575,2330,9,null,8,65,CAD,NEW,2023-01-01T12:00:00.000+0000
576,1041,4,null,7,65,INR,NEW,2023-01-01T12:00:00.000+0000
577,1676,9,null,3,79,CAD,NEW,2023-01-01T12:00:00.000+0000
578,2284,7,null,8,65,CAD,NEW,2023-01-01T12:00:00.000+0000
579,586,7,null,8,95,INR,NEW,2023-01-01T12:00:00.000+0000
580,2477,1,null,6,70,USD,NEW,2023-01-01T12:00:00.000+0000
581,24,1,null,7,8,USD,NEW,2023-01-01T12:00:00.000+0000
582,300,6,null,4,93,USD,NEW,2023-01-01T12:00:00.000+0000
583,2254,5,null,10,43,EUR,NEW,2023-01-01T12:00:00.000+0000
584,1149,4,null,10,65,CAD,NEW,2023-01-01T12:00:00.000+0000
585,236,3,null,5,44,EUR,NEW,2023-01-01T12:00:00.000+0000
586,1347,5,null,5,73,EUR,NEW,2023-01-01T12:00:00.000+0000
587,1403,8,null,7,74,INR,NEW,2023-01-01T12:00:00.000+0000
588,1691,5,null,2,11,USD,NEW,2023-01-01T12:00:00.000+0000
589,2854,2,null,10,17,EUR,NEW,2023-01-01T12:00:00.000+0000
590,550,3,null,5,20,INR,NEW,2023-01-01T12:00:00.000+0000
591,2260,7,null,10,20,INR,NEW,2023-01-01T12:00:00.000+0000
592,1745,3,null,6,3,USD,NEW,2023-01-01T12:00:00.000+0000
593,1860,1,null,9,70,CAD,NEW,2023-01-01T12:00:00.000+0000
594,373,10,null,7,55,INR,NEW,2023-01-01T12:00:00.000+0000
595,2250,7,null,4,72,USD,NEW,2023-01-01T12:00:00.000+0000
596,2152,2,null,7,78,USD,NEW,2023-01-01T12:00:00.000+0000
597,2491,5,null,8,22,USD,NEW,2023-01-01T12:00:00.000+0000
598,2963,6,null,2,96,EUR,NEW,2023-01-01T12:00:00.000+0000
599,1153,6,null,2,61,CAD,NEW,2023-01-01T12:00:00.000+0000
600,2756,5,null,2,43,INR,NEW,2023-01-01T12:00:00.000+0000
601,2414,4,null,3,54,CAD,NEW,2023-01-01T12:00:00.000+0000
602,2809,6,null,7,47,CAD,NEW,2023-01-01T12:00:00.000+0000
603,2671,8,null,8,44,USD,NEW,2023-01-01T12:00:00.000+0000
604,2806,2,null,5,23,INR,NEW,2023-01-01T12:00:00.000+0000
605,2843,10,null,2,68,EUR,NEW,2023-01-01T12:00:00.000+0000
606,1611,10,null,7,29,CAD,NEW,2023-01-01T12:00:00.000+0000
607,1295,3,null,6,57,CAD,NEW,2023-01-01T12:00:00.000+0000
608,2021,10,null,7,52,CAD,NEW,2023-01-01T12:00:00.000+0000
609,661,4,null,3,45,CAD,NEW,2023-01-01T12:00:00.000+0000
610,671,3,null,3,49,EUR,NEW,2023-01-01T12:00:00.000+0000
611,247,3,null,4,47,CAD,NEW,2023-01-01T12:00:00.000+0000
612,21,7,null,8,0,EUR,NEW,2023-01-01T12:00:00.000+0000
613,2833,5,null,7,74,EUR,NEW,2023-01-01T12:00:00.000+0000
614,1548,2,null,10,68,EUR,NEW,2023-01-01T12:00:00.000+0000
615,1492,4,null,4,48,CAD,NEW,2023-01-01T12:00:00.000+0000
616,1628,10,null,9,45,INR,NEW,2023-01-01T12:00:00.000+0000
617,845,3,null,4,87,EUR,NEW,2023-01-01T12:00:00.000+0000
618,1461,1,null,9,75,INR,NEW,2023-01-01T12:00:00.000+0000
619,2435,6,null,5,78,EUR,NEW,2023-01-01T12:00:00.000+0000
620,264,7,null,9,96,EUR,NEW,2023-01-01T12:00:00.000+0000
621,1168,6,null,8,0,EUR,NEW,2023-01-01T12:00:00.000+0000
622,843,2,null,9,62,EUR,NEW,2023-01-01T12:00:00.000+0000
623,221,6,null,7,21,CAD,NEW,2023-01-01T12:00:00.000+0000
624,529,6,null,5,99,INR,NEW,2023-01-01T12:00:00.000+0000
625,254,6,null,6,59,EUR,NEW,2023-01-01T12:00:00.000+0000
626,2529,7,null,7,33,USD,NEW,2023-01-01T12:00:00.000+0000
627,2543,5,null,2,58,USD,NEW,2023-01-01T12:00:00.000+0000
628,2185,9,null,1,0,CAD,NEW,2023-01-01T12:00:00.000+0000
629,730,9,null,2,14,EUR,NEW,2023-01-01T12:00:00.000+0000
630,2919,7,null,5,28,CAD,NEW,2023-01-01T12:00:00.000+0000
631,2023,1,null,9,60,USD,NEW,2023-01-01T12:00:00.000+0000
632,1150,3,null,2,6,USD,NEW,2023-01-01T12:00:00.000+0000
633,372,7,null,7,39,EUR,NEW,2023-01-01T12:00:00.000+0000
634,2819,7,null,10,67,USD,NEW,2023-01-01T12:00:00.000+0000
635,1443,9,null,2,51,CAD,NEW,2023-01-01T12:00:00.000+0000
636,42,3,null,6,3,EUR,NEW,2023-01-01T12:00:00.000+0000
637,781,2,null,10,99,CAD,NEW,2023-01-01T12:00:00.000+0000
638,1164,9,null,9,17,USD,NEW,2023-01-01T12:00:00.000+0000
639,11,10,null,2,91,INR,NEW,2023-01-01T12:00:00.000+0000
640,2360,3,null,10,26,INR,NEW,2023-01-01T12:00:00.000+0000
641,946,4,null,1,2,INR,NEW,2023-01-01T12:00:00.000+0000
642,307,4,null,9,66,EUR,NEW,2023-01-01T12:00:00.000+0000
643,844,5,null,9,62,CAD,NEW,2023-01-01T12:00:00.000+0000
644,2238,4,null,4,63,INR,NEW,2023-01-01T12:00:00.000+0000
645,703,10,null,4,36,INR,NEW,2023-01-01T12:00:00.000+0000
646,2301,2,null,3,14,USD,NEW,2023-01-01T12:00:00.000+0000
647,1650,1,null,6,7,USD,NEW,2023-01-01T12:00:00.000+0000
648,1553,6,null,1,98,USD,NEW,2023-01-01T12:00:00.000+0000
649,1638,4,null,3,67,EUR,NEW,2023-01-01T12:00:00.000+0000
650,1840,4,null,5,91,USD,NEW,2023-01-01T12:00:00.000+0000
651,309,4,null,5,76,EUR,NEW,2023-01-01T12:00:00.000+0000
652,2168,7,null,9,96,INR,NEW,2023-01-01T12:00:00.000+0000
653,2892,2,null,5,14,CAD,NEW,2023-01-01T12:00:00.000+0000
654,2027,4,null,4,60,EUR,NEW,2023-01-01T12:00:00.000+0000
655,608,10,null,2,83,EUR,NEW,2023-01-01T12:00:00.000+0000
656,314,5,null,3,76,EUR,NEW,2023-01-01T12:00:00.000+0000
657,1971,3,null,8,42,USD,NEW,2023-01-01T12:00:00.000+0000
658,628,8,null,1,78,EUR,NEW,2023-01-01T12:00:00.000+0000
659,749,4,null,10,83,CAD,NEW,2023-01-01T12:00:00.000+0000
660,2314,4,null,4,67,INR,NEW,2023-01-01T12:00:00.000+0000
661,2762,8,null,6,89,EUR,NEW,2023-01-01T12:00:00.000+0000
662,1718,3,null,1,30,CAD,NEW,2023-01-01T12:00:00.000+0000
663,2545,6,null,9,40,INR,NEW,2023-01-01T12:00:00.000+0000
664,386,5,null,4,8,INR,NEW,2023-01-01T12:00:00.000+0000
665,1159,6,null,6,62,INR,NEW,2023-01-01T12:00:00.000+0000
666,645,6,null,9,79,EUR,NEW,2023-01-01T12:00:00.000+0000
667,111,9,null,9,46,EUR,NEW,2023-01-01T12:00:00.000+0000
668,2605,8,null,7,90,USD,NEW,2023-01-01T12:00:00.000+0000
669,1936,10,null,8,18,EUR,NEW,2023-01-01T12:00:00.000+0000
670,1938,6,null,5,33,INR,NEW,2023-01-01T12:00:00.000+0000
671,1783,5,null,1,68,USD,NEW,2023-01-01T12:00:00.000+0000
672,2552,2,null,8,54,CAD,NEW,2023-01-01T12:00:00.000+0000
673,633,8,null,1,5,USD,NEW,2023-01-01T12:00:00.000+0000
674,892,3,null,4,55,INR,NEW,2023-01-01T12:00:00.000+0000
675,2638,3,null,2,97,INR,NEW,2023-01-01T12:00:00.000+0000
676,75,3,null,6,80,INR,NEW,2023-01-01T12:00:00.000+0000
677,1736,9,null,1,93,EUR,NEW,2023-01-01T12:00:00.000+0000
678,2645,5,null,8,59,INR,NEW,2023-01-01T12:00:00.000+0000
679,1928,9,null,2,12,USD,NEW,2023-01-01T12:00:00.000+0000
680,2337,6,null,4,99,CAD,NEW,2023-01-01T12:00:00.000+0000
681,918,2,null,1,94,CAD,NEW,2023-01-01T12:00:00.000+0000
682,205,6,null,4,89,CAD,NEW,2023-01-01T12:00:00.000+0000
683,545,4,null,4,97,CAD,NEW,2023-01-01T12:00:00.000+0000
684,488,5,null,9,8,INR,NEW,2023-01-01T12:00:00.000+0000
685,2726,4,null,9,94,USD,NEW,2023-01-01T12:00:00.000+0000
686,1389,8,null,7,88,INR,NEW,2023-01-01T12:00:00.000+0000
687,1366,2,null,5,91,EUR,NEW,2023-01-01T12:00:00.000+0000
688,2448,7,null,6,74,USD,NEW,2023-01-01T12:00:00.000+0000
689,1999,4,null,3,89,EUR,NEW,2023-01-01T12:00:00.000+0000
690,1266,10,null,5,26,EUR,NEW,2023-01-01T12:00:00.000+0000
691,1822,8,null,7,48,EUR,NEW,2023-01-01T12:00:00.000+0000
692,2852,9,null,10,81,USD,NEW,2023-01-01T12:00:00.000+0000
693,197,6,null,6,37,USD,NEW,2023-01-01T12:00:00.000+0000
694,111,7,null,1,36,EUR,NEW,2023-01-01T12:00:00.000+0000
695,1073,1,null,3,97,CAD,NEW,2023-01-01T12:00:00.000+0000
696,1495,1,null,9,62,INR,NEW,2023-01-01T12:00:00.000+0000
697,264,9,null,10,96,USD,NEW,2023-01-01T12:00:00.000+0000
698,2221,5,null,10,61,EUR,NEW,2023-01-01T12:00:00.000+0000
699,655,5,null,4,83,EUR,NEW,2023-01-01T12:00:00.000+0000
700,2029,1,null,8,17,USD,NEW,2023-01-01T12:00:00.000+0000
701,2266,4,null,7,52,USD,NEW,2023-01-01T12:00:00.000+0000
702,594,4,null,4,46,INR,NEW,2023-01-01T12:00:00.000+0000
703,1433,3,null,5,17,INR,NEW,2023-01-01T12:00:00.000+0000
704,1306,10,null,2,89,INR,NEW,2023-01-01T12:00:00.000+0000
705,1998,9,null,5,75,CAD,NEW,2023-01-01T12:00:00.000+0000
706,908,10,null,7,33,EUR,NEW,2023-01-01T12:00:00.000+0000
707,1560,5,null,6,41,CAD,NEW,2023-01-01T12:00:00.000+0000
708,49,8,null,10,27,CAD,NEW,2023-01-01T12:00:00.000+0000
709,303,7,null,4,31,INR,NEW,2023-01-01T12:00:00.000+0000
710,1823,4,null,3,11,EUR,NEW,2023-01-01T12:00:00.000+0000
711,2939,4,null,4,82,INR,NEW,2023-01-01T12:00:00.000+0000
712,2189,7,null,3,43,EUR,NEW,2023-01-01T12:00:00.000+0000
713,2279,2,null,5,4,EUR,NEW,2023-01-01T12:00:00.000+0000
714,265,6,null,8,58,CAD,NEW,2023-01-01T12:00:00.000+0000
715,1185,7,null,2,44,INR,NEW,2023-01-01T12:00:00.000+0000
716,2789,1,null,2,86,INR,NEW,2023-01-01T12:00:00.000+0000
717,714,5,null,4,68,USD,NEW,2023-01-01T12:00:00.000+0000
718,2707,5,null,6,24,EUR,NEW,2023-01-01T12:00:00.000+0000
719,1773,2,null,4,68,INR,NEW,2023-01-01T12:00:00.000+0000
720,496,1,null,1,43,USD,NEW,2023-01-01T12:00:00.000+0000
721,2785,10,null,8,89,EUR,NEW,2023-01-01T12:00:00.000+0000
722,2757,3,null,8,90,EUR,NEW,2023-01-01T12:00:00.000+0000
723,1290,4,null,9,16,CAD,NEW,2023-01-01T12:00:00.000+0000
724,1662,6,null,7,58,CAD,NEW,2023-01-01T12:00:00.000+0000
725,2664,8,null,3,35,INR,NEW,2023-01-01T12:00:00.000+0000
726,2155,4,null,1,3,EUR,NEW,2023-01-01T12:00:00.000+0000
727,831,4,null,10,9,EUR,NEW,2023-01-01T12:00:00.000+0000
728,1543,10,null,7,13,EUR,NEW,2023-01-01T12:00:00.000+0000
729,1784,1,null,6,87,INR,NEW,2023-01-01T12:00:00.000+0000
